peak	gene	distance	peak_type
chr2_232523687_232524604	CHRND;PRSS56	-1556;0	distal;distal
chr2_232525651_232526413	CHRND;PRSS56	0;0	promoter;distal
chr2_232545785_232546116	CHRNG;TIGD1	0;4441	distal;distal
chr2_232549962_232551370	EIF4E2;TIGD1	0;0	promoter;promoter
chr2_232571021_232571824	EIF4E2;AC073254.1	0;12548	distal;distal
chr2_232573892_232574486	EIF4E2;AC073254.1	0;9886	distal;distal
chr2_232584445_232584486	AC073254.1	-74	promoter
chr2_232588678_232589507	AC073254.1	2315	distal
chr2_232593013_232593305	AC073254.1	-1192	distal
chr2_232605533_232606769	EFHD1;AC073254.1	0;0	promoter;distal
chr2_232611573_232612069	EFHD1;AC073254.1	0;0	distal;promoter
chr2_232624198_232624742	EFHD1	-8862	distal
chr2_232626603_232626910	EFHD1	-6694	distal
chr2_232628608_232629528	EFHD1	-4076	distal
chr2_232632314_232635448	EFHD1	0	promoter
chr2_232637541_232638524	EFHD1	0	promoter
chr2_232652207_232654029	EFHD1	-8704	distal
chr2_232655298_232656055	EFHD1	-6678	distal
chr2_232666057_232667160	EFHD1	3316	distal
chr2_232667749_232669522	EFHD1	5008	distal
chr2_232689435_232689992	GIGYF2	-7313	distal
chr2_232696581_232698169	GIGYF2	0	promoter
chr2_232833981_232834161	SNORC;GIGYF2	-34853;0	distal;distal
chr2_232853060_232853558	SNORC;GIGYF2	-15456;0	distal;distal
chr2_232869681_232874082	SNORC	0	promoter
chr2_232875118_232880362	NGEF;SNORC	0;4835	distal;distal
chr2_232891108_232891931	NGEF;SNORC	0;20825	distal;distal
chr2_232927220_232928706	NGEF	0	promoter
chr2_232988504_232988741	NGEF;AC106876.1	0;-23873	distal;distal
chr2_232997770_232997995	NGEF;AC106876.1	0;-14619	distal;distal
chr2_232999509_232999810	NGEF;AC106876.1	0;-12804	distal;distal
chr2_233028939_233029026	NEU2	-3646	distal
chr2_233045091_233045405	NEU2	12420	distal
chr2_233053930_233054302	INPP5D	-5665	distal
chr2_233061794_233062099	INPP5D	1453	distal
chr2_233075997_233076275	INPP5D	15656	distal
chr2_233152533_233152989	INPP5D	92192	distal
chr2_233179072_233179328	ATG16L1;INPP5D	-72243;0	distal;distal
chr2_233189091_233189348	ATG16L1;INPP5D	-62223;0	distal;distal
chr2_233209342_233210222	ATG16L1	-41349	distal
chr2_233210931_233211860	ATG16L1	-39711	distal
chr2_233242534_233242639	ATG16L1	-8932	distal
chr2_233251098_233252426	ATG16L1	0	promoter
chr2_233287857_233289086	ATG16L1;SAG	0;-18730	distal;distal
chr2_233289607_233290124	ATG16L1;SAG	0;-17692	distal;distal
chr2_233331589_233331917	SAG;AC013726.1	0;21499	distal;distal
chr2_233346772_233347447	SAG;AC013726.1	0;5969	distal;distal
chr2_233348235_233349750	AC013726.1	3666	distal
chr2_233350460_233351191	AC013726.1	2225	distal
chr2_233353122_233355630	DGKD;AC013726.1	0;0	promoter;promoter
chr2_233361407_233361705	DGKD	6901	distal
chr2_233366142_233366774	DGKD	11636	distal
chr2_233369501_233370089	DGKD	14995	distal
chr2_233384631_233388493	DGKD	0	promoter
chr2_233413507_233414048	DGKD	25354	distal
chr2_233419011_233419059	DGKD	30858	distal
chr2_233439119_233439610	DGKD	50966	distal
chr2_233443476_233443995	DGKD	55323	distal
chr2_233449016_233449522	DGKD	60863	distal
chr2_233460735_233461909	DGKD;USP40	0;50593	distal;distal
chr2_233466880_233467586	DGKD;USP40	0;44916	distal;distal
chr2_233469351_233470837	DGKD;USP40	0;41665	distal;distal
chr2_233480334_233480919	USP40	31583	distal
chr2_233489692_233490027	USP40	22475	distal
chr2_233566013_233567050	USP40	0	promoter
chr2_233711426_233711722	UGT1A6;UGT1A5;UGT1A9;UGT1A8;UGT1A10;UGT1A7	0;-1270;0;0;0;0	distal;distal;distal;distal;distal;distal
chr2_233854147_233855117	HJURP	0	promoter
chr2_233966407_233966791	TRPM8;AC005538.1	0;-10973	distal;distal
chr2_233974563_233974954	TRPM8;AC005538.3	0;5064	distal;distal
chr2_233976683_233977092	TRPM8;AC005538.3	0;2926	distal;distal
chr2_234091618_234092148	AC006037.1	-16933	distal
chr2_234130642_234131531	AC006037.1	21562	distal
chr2_234135598_234136128	AC006037.1	26518	distal
chr2_234203327_234203634	AC122134.1	-19204	distal
chr2_234288978_234289216	AC122134.1	65665	distal
chr2_234301168_234301757	AC097713.3	54281	distal
chr2_234323856_234324721	AC097713.3	31317	distal
chr2_234335622_234336352	AC097713.3	19686	distal
chr2_234363047_234363550	AC097713.3	-7010	distal
chr2_234366955_234367222	AC097713.3	-10918	distal
chr2_234368982_234369044	AC097713.3	-12945	distal
chr2_234374755_234375651	AC097713.3	-18718	distal
chr2_234435745_234436609	AC097713.1	-1719	distal
chr2_234437547_234438551	AC097713.1	0	promoter
chr2_234446471_234446789	AC097713.1;LINC01891	0;7806	distal;distal
chr2_234449196_234449625	AC097713.1;LINC01891	0;4970	distal;distal
chr2_234468475_234468862	LINC01891	-13881	distal
chr2_234490421_234490933	ARL4C	6120	distal
chr2_234492764_234493378	ARL4C	3675	distal
chr2_234493916_234497934	ARL4C	0	promoter
chr2_234500404_234500799	ARL4C	-3324	distal
chr2_234544896_234545335	ARL4C	-47816	distal
chr2_234550512_234550950	ARL4C	-53432	distal
chr2_234708372_234708454	LINC01173	25705	distal
chr2_234770004_234770623	LINC01173	87337	distal
chr2_234792451_234793153	AC010148.1	95649	distal
chr2_234796036_234796417	AC010148.1	92385	distal
chr2_234861713_234862301	AC010148.1	26501	distal
chr2_234863246_234863872	AC010148.1	24930	distal
chr2_234881555_234882090	AC010148.1	6712	distal
chr2_234913055_234915182	AC010148.1	0	promoter
chr2_234916764_234918075	AC010148.1	-3381	distal
chr2_234949755_234950119	SH3BP4	-1898	distal
chr2_234950684_234955671	SH3BP4	0	promoter
chr2_234958372_234958861	SH3BP4	6356	distal
chr2_234960205_234961368	SH3BP4	8189	distal
chr2_234969198_234969850	SH3BP4	-8835	distal
chr2_234974433_234975257	SH3BP4	-3428	distal
chr2_234977350_234977405	SH3BP4	-1280	distal
chr2_234978569_234978834	SH3BP4	0	promoter
chr2_234981065_234981444	SH3BP4	2363	distal
chr2_234989043_234989802	SH3BP4	10341	distal
chr2_234994461_234996059	SH3BP4	15759	distal
chr2_235005556_235006395	SH3BP4	26854	distal
chr2_235025237_235025899	SH3BP4	46535	distal
chr2_235027853_235028184	SH3BP4	49151	distal
chr2_235030237_235030463	SH3BP4	51535	distal
chr2_235033861_235034901	SH3BP4;AC114814.1	0;53685	distal;distal
chr2_235050779_235051731	SH3BP4;AC114814.1	0;36855	distal;distal
chr2_235063612_235063879	AC114814.1	24707	distal
chr2_235107157_235107459	AC114814.1	-18572	distal
chr2_235117016_235117169	AC114814.1	-28431	distal
chr2_235131618_235131808	AC114814.1	-43033	distal
chr2_235135923_235136372	AC114814.3	-41524	distal
chr2_235148839_235150016	AC114814.3	-27880	distal
chr2_235162824_235163134	AC114814.3	-14762	distal
chr2_235170931_235171238	AC114814.3	-6658	distal
chr2_235191964_235192325	AC114814.3	14069	distal
chr2_235194217_235195096	AC114814.3	16322	distal
chr2_235195820_235196340	AC114814.3	17925	distal
chr2_235238499_235239002	AC114814.3	60604	distal
chr2_235262779_235264255	AC114814.3	84884	distal
chr2_235287267_235287717	AC114814.3	109372	distal
chr2_235314476_235314914	AC114814.3	136581	distal
chr2_235378351_235378606	AGAP1	-115437	distal
chr2_235383280_235385546	AGAP1	-108497	distal
chr2_235432977_235434379	AGAP1	-59664	distal
chr2_235462470_235462713	AGAP1	-31330	distal
chr2_235469004_235469657	AGAP1	-24386	distal
chr2_235492940_235497574	AGAP1	0	promoter
chr2_235498471_235499050	AGAP1	4365	distal
chr2_235502302_235502447	AGAP1;AGAP1-IT1	0;-3304	distal;distal
chr2_235504490_235505586	AGAP1;AGAP1-IT1	0;-165	distal;promoter
chr2_235515291_235515466	AGAP1;AGAP1-IT1	0;9541	distal;distal
chr2_235533683_235536051	AGAP1;AGAP1-IT1	0;27933	distal;distal
chr2_235543235_235543465	AGAP1;AGAP1-IT1	0;37485	distal;distal
chr2_235551843_235552392	AGAP1;AGAP1-IT1	0;46093	distal;distal
chr2_235567136_235567138	AGAP1;AGAP1-IT1	0;61386	distal;distal
chr2_235573757_235574153	AGAP1;AGAP1-IT1	0;68007	distal;distal
chr2_235575869_235578396	AGAP1;AGAP1-IT1	0;70119	distal;distal
chr2_235579177_235579237	AGAP1;AGAP1-IT1	0;73427	distal;distal
chr2_235582090_235583055	AGAP1;AGAP1-IT1	0;76340	distal;distal
chr2_235586479_235586825	AGAP1;AGAP1-IT1	0;80729	distal;distal
chr2_235588978_235588999	AGAP1	-80605	distal
chr2_235593988_235596287	AGAP1	-73317	distal
chr2_235598587_235600478	AGAP1	-69126	distal
chr2_235604959_235611250	AGAP1	-58354	distal
chr2_235611974_235612499	AGAP1	-57105	distal
chr2_235613971_235615832	AGAP1	-53772	distal
chr2_235617476_235618308	AGAP1	-51296	distal
chr2_235619582_235620674	AGAP1	-48930	distal
chr2_235621403_235623685	AGAP1	-45919	distal
chr2_235630673_235631493	AGAP1	-38111	distal
chr2_235634257_235635517	AGAP1	-34087	distal
chr2_235636848_235637285	AGAP1	-32319	distal
chr2_235637819_235643080	AGAP1	-26524	distal
chr2_235643662_235644713	AGAP1	-24891	distal
chr2_235658543_235661860	AGAP1	-7744	distal
chr2_235663358_235664332	AGAP1	-5272	distal
chr2_235665661_235666933	AGAP1	-2671	distal
chr2_235669050_235672082	AGAP1	0	promoter
chr2_235673997_235674703	AGAP1	4394	distal
chr2_235676157_235676293	AGAP1	6554	distal
chr2_235677104_235678710	AGAP1	7501	distal
chr2_235688552_235690009	AGAP1	18949	distal
chr2_235691635_235691736	AGAP1	-17441	distal
chr2_235699873_235699892	AGAP1	-9285	distal
chr2_235703042_235703517	AGAP1	-5660	distal
chr2_235710228_235713708	AGAP1	1051	distal
chr2_235715804_235717605	AGAP1	6627	distal
chr2_235719159_235719814	AGAP1	9982	distal
chr2_235723878_235725420	AGAP1	14701	distal
chr2_235727848_235729301	AGAP1	18671	distal
chr2_235734744_235735176	AGAP1	25567	distal
chr2_235739636_235741178	AGAP1	30459	distal
chr2_235746216_235746940	AGAP1;AC064874.1	0;28854	distal;distal
chr2_235749233_235749459	AGAP1;AC064874.1	0;26335	distal;distal
chr2_235754560_235755163	AGAP1;AC064874.1	0;20631	distal;distal
chr2_235765300_235766692	AGAP1;AC064874.1	0;9102	distal;distal
chr2_235779353_235779839	AGAP1;AC064874.1	0;3548	distal;distal
chr2_235807005_235808191	AGAP1;AC064874.1	0;-23619	distal;distal
chr2_235843659_235844252	AGAP1;AC064874.1	0;-60273	distal;distal
chr2_235852070_235852570	AGAP1;AC064874.1	0;-68684	distal;distal
chr2_235865070_235865464	AGAP1;AC064874.1	0;-81684	distal;distal
chr2_235903769_235904480	AGAP1;AC064874.1	0;-120383	distal;distal
chr2_235917343_235917918	AGAP1;AC064874.1	0;-133957	distal;distal
chr2_235940229_235940786	AGAP1;AC064874.1	0;-156843	distal;distal
chr2_235956500_235956699	AGAP1;AC064874.1	0;-173114	distal;distal
chr2_235959199_235959200	AGAP1;AC064874.1	0;-175813	distal;distal
chr2_236053367_236053753	AGAP1;AC019068.1	0;-113694	distal;distal
chr2_236055753_236055758	AGAP1;AC019068.1	0;-111689	distal;distal
chr2_236136501_236136958	AC019068.1	-30489	distal
chr2_236167414_236167822	GBX2;AC019068.1	0;0	distal;promoter
chr2_236178041_236178363	GBX2;AC019068.1	-9656;0	distal;distal
chr2_236309803_236309886	ASB18	-45459	distal
chr2_236321404_236321863	AC093915.1	-45697	distal
chr2_236338809_236339154	IQCA1;AC093915.1	0;-28406	distal;distal
chr2_236341613_236342807	IQCA1;AC093915.1	0;-24753	distal;distal
chr2_236343508_236343893	IQCA1;AC093915.1	0;-23667	distal;distal
chr2_236345210_236346477	IQCA1;AC093915.1	0;-21083	distal;distal
chr2_236353079_236353436	IQCA1;AC093915.1	0;-14124	distal;distal
chr2_236360603_236360951	IQCA1;AC093915.1	0;-6609	distal;distal
chr2_236369580_236369887	IQCA1;AC093915.1	0;2021	distal;distal
chr2_236370975_236371167	IQCA1;AC093915.1	0;3416	distal;distal
chr2_236472630_236473540	IQCA1	30157	distal
chr2_236485507_236485929	IQCA1	17768	distal
chr2_236498421_236498703	IQCA1	4994	distal
chr2_236503183_236504279	IQCA1	0	promoter
chr2_236505553_236507933	IQCA1	0	promoter
chr2_236512946_236513358	IQCA1	-5412	distal
chr2_236557819_236558605	ACKR3	-11220	distal
chr2_236567365_236570278	ACKR3	0	promoter
chr2_236571368_236571527	ACKR3	1544	distal
chr2_236572564_236572690	ACKR3	2740	distal
chr2_236576213_236576387	ACKR3	6389	distal
chr2_236577094_236578439	ACKR3	7270	distal
chr2_236579635_236580344	ACKR3	9811	distal
chr2_236626208_236626856	ACKR3	56384	distal
chr2_236642379_236642824	ACKR3	72555	distal
chr2_236661413_236661606	AC084030.1	-71683	distal
chr2_236669731_236670615	AC084030.1	-62674	distal
chr2_236715531_236715800	AC084030.1	-17489	distal
chr2_236732161_236732706	AC084030.1	-583	promoter
chr2_236770279_236770323	AC084030.1	17506	distal
chr2_236787913_236788127	AC084030.1	35140	distal
chr2_236916292_236916385	AC105760.1;AC012063.1	139782;0	distal;distal
chr2_237027428_237027767	AC105760.1;AC012063.1	28400;0	distal;distal
chr2_237060695_237061193	AC105760.1;AC012063.1	-4529;0	distal;distal
chr2_237072285_237072733	AC012063.1	12060	distal
chr2_237085143_237086414	COPS8;AC012063.1	0;0	promoter;promoter
chr2_237156538_237156723	AC107079.1	-32442	distal
chr2_237269359_237269788	AC112715.1	12269	distal
chr2_237291327_237291705	AC112715.1	34237	distal
chr2_237315115_237315706	AC112715.1	58025	distal
chr2_237390261_237390639	COL6A3	6178	distal
chr2_237391153_237391399	COL6A3	5418	distal
chr2_237421531_237421911	AC112721.1	3365	distal
chr2_237434919_237435124	AC112721.2	-98	promoter
chr2_237441682_237442048	AC112721.2	-6861	distal
chr2_237474039_237476077	MLPH	-10333	distal
chr2_237479744_237480180	MLPH	-6230	distal
chr2_237482433_237482889	MLPH	-3521	distal
chr2_237512683_237513219	MLPH	25408	distal
chr2_237571870_237572445	PRLH	5297	distal
chr2_237581617_237582822	RAB17	7838	distal
chr2_237600304_237600676	AC104667.2	9136	distal
chr2_237603656_237604072	AC104667.1	-8905	distal
chr2_237616628_237617155	AC104667.1	3652	distal
chr2_237626784_237628337	LRRFIP1	0	promoter
chr2_237662585_237663092	LRRFIP1	-29053	distal
chr2_237673038_237674176	LRRFIP1	-17969	distal
chr2_237674704_237675428	LRRFIP1	-16717	distal
chr2_237687671_237688072	LRRFIP1	-4073	distal
chr2_237689533_237690072	LRRFIP1	-2073	distal
chr2_237691016_237693017	LRRFIP1	0	promoter
chr2_237694904_237694916	LRRFIP1	2566	distal
chr2_237696669_237696985	LRRFIP1	4331	distal
chr2_237700158_237701170	LRRFIP1	7820	distal
chr2_237702373_237703264	LRRFIP1	10035	distal
chr2_237707508_237707609	LRRFIP1	15170	distal
chr2_237715025_237715894	LRRFIP1;AC012076.1	0;15237	distal;distal
chr2_237732949_237734041	LRRFIP1;AC012076.1	0;-1819	distal;distal
chr2_237739041_237739442	LRRFIP1;AC012076.1	0;-7911	distal;distal
chr2_237744929_237745416	LRRFIP1;AC012076.1	0;-13799	distal;distal
chr2_237858097_237861929	RAMP1	0	promoter
chr2_237863051_237865489	RAMP1	3076	distal
chr2_237866344_237866362	RAMP1	6369	distal
chr2_237868639_237868821	RAMP1	8664	distal
chr2_237876700_237877304	RAMP1	16725	distal
chr2_237878521_237879190	RAMP1	18546	distal
chr2_237882993_237883101	RAMP1	23018	distal
chr2_237884813_237887531	RAMP1	24838	distal
chr2_237894624_237897130	RAMP1	34649	distal
chr2_237898277_237899255	RAMP1	38302	distal
chr2_237904909_237905707	RAMP1	44934	distal
chr2_237917189_237917677	UBE2F	-49278	distal
chr2_237923401_237924056	UBE2F	-42899	distal
chr2_237931411_237931638	UBE2F	-35317	distal
chr2_237943351_237943812	UBE2F	-23143	distal
chr2_237956017_237956458	UBE2F	-10497	distal
chr2_237966187_237968943	UBE2F	0	promoter
chr2_237978112_237978848	UBE2F	9320	distal
chr2_237979812_237980548	UBE2F	11020	distal
chr2_238009419_238009915	UBE2F	40627	distal
chr2_238060172_238061956	SCLY	0	promoter
chr2_238081356_238081492	SCLY;ESPNL	0;-18848	distal;distal
chr2_238096640_238096774	SCLY;ESPNL	0;-3566	distal;distal
chr2_238158640_238159297	ERFE	0	promoter
chr2_238160283_238160942	ERFE	1314	distal
chr2_238163633_238164340	ERFE	4664	distal
chr2_238169748_238170136	ERFE	10779	distal
chr2_238187628_238188592	ILKAP	15091	distal
chr2_238202565_238204374	ILKAP	0	promoter
chr2_238215929_238217866	ILKAP	-12235	distal
chr2_238220290_238221674	LINC02610	9696	distal
chr2_238225719_238226245	LINC02610	5125	distal
chr2_238228842_238229010	LINC02610	2360	distal
chr2_238231081_238232042	LINC02610;AC012485.1	0;0	promoter;promoter
chr2_238234187_238234967	AC012485.1	2504	distal
chr2_238238465_238241761	HES6;AC012485.1	0;0	promoter;distal
chr2_238242629_238243557	HES6;AC012485.1	-2589;0	distal;distal
chr2_238256541_238256948	PER2;HES6	0;-16501	distal;distal
chr2_238263210_238263990	PER2;HES6	0;-23170	distal;distal
chr2_238278692_238278916	PER2	9694	distal
chr2_238285502_238290990	PER2;AC012485.3	0;0	promoter;promoter
chr2_238300562_238300887	AC012485.2	0	promoter
chr2_238319805_238321323	TRAF3IP1	0	promoter
chr2_238339851_238340355	TRAF3IP1	19334	distal
chr2_238345427_238345700	TRAF3IP1	24910	distal
chr2_238357350_238357874	TRAF3IP1	36833	distal
chr2_238358829_238359229	TRAF3IP1	38312	distal
chr2_238370757_238371119	TRAF3IP1	50240	distal
chr2_238425847_238427561	ASB1;AC016999.1	0;0	promoter;distal
chr2_238439547_238439560	ASB1;AC016999.1	0;-11819	distal;distal
chr2_238458732_238459656	AC016999.1	-31004	distal
chr2_238586210_238586862	LINC01107;LINC01937	-31157;0	distal;distal
chr2_238597238_238597358	LINC01107;LINC01937	-42185;0	distal;distal
chr2_238785010_238785340	AC145625.1	4376	distal
chr2_238790932_238791564	AC145625.1	-1217	distal
chr2_238925046_238925132	LINC01940	1137	distal
chr2_238929707_238930080	LINC01940	-3439	distal
chr2_238952398_238952896	LINC01940	-26130	distal
chr2_238970435_238970898	LINC01940	-44167	distal
chr2_238974447_238974965	LINC01940	-48179	distal
chr2_239025690_239026275	AC017028.1	-88583	distal
chr2_239034976_239035893	AC017028.1	-78965	distal
chr2_239039358_239041203	AC017028.1	-73655	distal
chr2_239059847_239060289	HDAC4;AC017028.1	0;-54569	distal;distal
chr2_239073891_239074668	HDAC4;AC017028.1	0;-40190	distal;distal
chr2_239075550_239076493	HDAC4;AC017028.1	0;-38365	distal;distal
chr2_239085212_239085633	HDAC4;AC017028.1	0;-29225	distal;distal
chr2_239086731_239087166	HDAC4;AC017028.1	0;-27692	distal;distal
chr2_239092591_239094537	HDAC4;AC017028.1	0;-20321	distal;distal
chr2_239095197_239095213	HDAC4;AC017028.1	0;-19645	distal;distal
chr2_239096745_239097430	HDAC4;AC017028.1	0;-17428	distal;distal
chr2_239098322_239098658	HDAC4;AC017028.1	0;-16200	distal;distal
chr2_239103126_239103610	HDAC4;AC017028.1	0;-11248	distal;distal
chr2_239105899_239106937	HDAC4;AC017028.1	0;-7921	distal;distal
chr2_239110727_239115279	HDAC4;AC017028.1	0;0	distal;promoter
chr2_239118477_239124526	HDAC4;AC017028.1	0;3620	distal;distal
chr2_239125364_239125415	HDAC4;AC017028.1	0;10507	distal;distal
chr2_239126217_239126779	HDAC4;AC017028.1	0;11360	distal;distal
chr2_239129390_239133154	HDAC4;AC017028.1	0;14533	distal;distal
chr2_239134045_239134392	HDAC4;AC017028.1	0;19188	distal;distal
chr2_239137279_239137942	HDAC4;AC017028.1	0;22422	distal;distal
chr2_239138454_239139360	HDAC4;AC017028.1	0;23597	distal;distal
chr2_239140136_239141096	HDAC4;AC017028.1	0;25279	distal;distal
chr2_239142738_239144495	HDAC4;AC017028.1	0;27881	distal;distal
chr2_239145108_239145175	HDAC4;AC017028.1	0;30251	distal;distal
chr2_239151453_239152704	HDAC4;AC017028.1	0;36596	distal;distal
chr2_239153901_239159196	HDAC4;AC017028.2	0;-34922	distal;distal
chr2_239163455_239164768	HDAC4;AC017028.2	0;-29350	distal;distal
chr2_239168708_239168848	HDAC4;AC017028.2	0;-25270	distal;distal
chr2_239175953_239176799	HDAC4;AC017028.2	0;-17319	distal;distal
chr2_239182109_239182527	HDAC4;AC017028.2	0;-11591	distal;distal
chr2_239190133_239191879	HDAC4;AC017028.2	0;-2239	distal;distal
chr2_239192623_239197173	HDAC4;AC017028.2	0;0	distal;promoter
chr2_239198330_239204522	HDAC4;AC017028.2	0;4213	distal;distal
chr2_239209808_239210938	HDAC4;AC017028.2	0;15691	distal;distal
chr2_239211455_239213958	HDAC4;AC017028.2	0;17338	distal;distal
chr2_239221031_239224748	HDAC4;AC017028.2	0;26914	distal;distal
chr2_239225301_239228552	HDAC4;AC017028.2	0;31184	distal;distal
chr2_239230516_239230840	HDAC4;AC017028.2	0;36399	distal;distal
chr2_239236310_239237376	HDAC4;AC017028.2	0;42193	distal;distal
chr2_239239221_239241302	HDAC4;AC017028.2	0;45104	distal;distal
chr2_239245318_239247079	HDAC4;AC017028.2	0;51201	distal;distal
chr2_239249717_239250790	HDAC4;AC017028.2	0;55600	distal;distal
chr2_239251719_239254024	HDAC4;AC017028.2	0;57602	distal;distal
chr2_239255491_239256774	HDAC4;AC017028.2	0;61374	distal;distal
chr2_239259969_239260015	HDAC4;AC017028.2	0;65852	distal;distal
